id,spoken_words,word_count
18059,dear mom dad longer fear hell kamp krusty,15
18060,,
18061,nature hikes grim death marches,8
18062,snake bit,4
18063,line maggot,4
18064,,
18065,arts crafts center actuality dickensian workhouse,11
18066,come wimps gucci wallets streets hong kong friday,17
18067,,
18068,bart makes days relying unwavering belief krusty clown come,18
18069,krusty coming krusty coming krusty coming,9
18070,far pessimistic,6
18071,,
18072,sure letter reach lines communication cut,18
18073,giddyap,1
18074,effort writing lightheaded close saying save save bart lisa,23
18075,,
18076,ah kids letters camp,5
18077,complains pick wo want leave,16
18078,,
18079,lisa thinking summer getting job,14
18080,,
18081,oh homer getting late miss fireworks,9
18082,marge got fireworks need right,10
18083,,
18084,kids uh promised little treat lieu dinner man took abandoned mule tannery turned summer wonderland mr krusty clown,36
18085,told krusty come like said heh heh gon na bring food water smite enemies,24
18086,tell kids krusty laryngitis bad wo saying,22
18087,,
18088,krusty looks fat,3
18089,having trouble keeping balance,7
18154,tijuana,1
18091,krusty clown,5
18092,think slapped clown suit wino,12
18093,yeah bart krunchy klown,8
18094,right scorched krusty got rapid heart beat krusty brand vitamins krusty calculator krusty autobiography self serving glaring omissions time gone far want krusty want krusty,53
18095,want krusty want krusty,6
18096,yeah want krunchy want krunchy,7
18097,thought said broke spirits,8
18098,,2
18099,broke,3
18100,let,3
18101,hydrofoil,3
18102,,
18103,,
18104,chunky brothers gorge trough freedom,10
18105,,
18106,ahh sweet nourishing gruel,4
18107,,
18108,kowalski,1
18109,brownies,2
18110,wiggum,1
18111,change underwear,4
18112,crandall,1
18113,insulin,2
18114,,
18115,bart said gon na camp freedom,10
18116,ehh zing,5
18117,dub thee sir,4
18118,mr clown,6
18119,better important oy gavolt,6
18120,,
18121,let head flop forth neck cooked piece asparagas,16
18122,interrupt sadruddin mabaradad yoga party special bulletin,10
18123,krisis kamp krusty,4
18124,,
18125,,
18152,ready weeks happiest place earth,11
18153,,
18126,ladies gentlemen vietnam afghanistan iraq hyperbole million times worse,29
18127,burn krusty burn burn krusty burn,6
18128,group school age spartacuses taken camp force counselors missing presumed scared told exclusive interview ring leader,33
18129,,
18130,boy boy,8
18131,,
18132,want world know crappy camp crappy tv,21
18133,yes network,6
18134,,
18135,princess di friends,7
18136,people sick vultures sang farm aid way parasites said way,28
18137,,
18138,fake real krusty,8
18139,oh yeah played daughter short lived sitcom president clown,12
18140,know held liquor store year,14
18141,smell bacon let wearing wire,10
18142,real krusty look pacemaker scar cattle skull birthmark famous superfluous nipple,19
18143,bad customs,9
18144,krusty lend inferior product,13
18145,drove dump truck money house stone,17
18146,krusty camp nightmare fed gruel forced wallets export campers eaten bear,28
18147,oh god,3
18148,actually bear ate hat,8
18149,nice hat,5
18150,oh yeah,2
18151,oh god gon na gon na kids time lives,22
18155,live beautiful laughlin nevada miss american girl pageant,11
18156,brought meryl streep versatility smell like streep cheap,12
18157,,
18158,host troy mcclure come ladies,11
18159,learned truth seventeen love meant beauty queens,13
18160,like miss south dakota miss north carolina miss indiana alaska,10
18161,kids wo home tonight leaving low cal microwavable tv dinners,15
18162,yuh huh,2
18163,doh kay,1
18164,auditioning play musical version streetcar named desire exciting,17
18165,ask winners cutting contestants right,17
18166,let minute meet distinguished panel judges skin care consultant rowena syndicated columnist william george token black panelist drederick tatum mr bozwell man infamous worst dressed lists mr bozwell sneak peek year list,48
18167,memo goldie hawn cheerleading tryouts thirty years ago let grow shall,15
18168,bitch,4
18169,play high school thought good chance meet adults,23
18170,sounds interesting,2
18171,know spend day maggie like exist,17
18172,sounds interesting,2
18173,time finalists starting miss montana,11
18174,beaut butte,4
18175,miss south carolina,3
18176,finah,4
18177,miss delaware,2
18178,uh good,5
18179,la la la la la la la,1
18180,marge,6
18181,homer audition half,6
18182,hey look year winner deborah jo smallwood,9
18183,tonight reign miss american girl comes end like apologize time unfortunate remarks united nations,27
18184,maggie cut racket,4
18185,exactly going,6
18186,auditioning play,5
18187,heard,9
18188,told times musical version streetcar named,13
18189,excuse marge think told remember mean idiot,19
18190,thought told,6
18191,kids,4
18192,right mom,3
18193,sorry,1
18194,match point homer,3
18195,sorry honey,3
18196,okay perfect,7
18197,,
18198,,
18199,howdy neighbor,3
18200,hi ned know actor,9
18201,oh indeedily doodily streetcar played blanche dubois hmmm huh fun going male school,26
18202,hello llewellyn sinclair directed plays career heart attacks care planning fourth,30
18203,maybe taken nice calligraphy class,9
18204,ah forget mr takahashi lunatic,9
18205,quiet,1
18206,right,2
18207,easy man work directing hats hanukkah reduced cast member tears expect fourth graders review play enjoyed speaks auditioning role stanley shirts,53
18208,shirts deshabillez votre chemises schnell schnell schnell,10
18631,,
18209,uh huh nope try joining gym oh ye gods,10
18210,hey man like butt,11
18211,stanley,4
18212,hot diggity marge stanley stella stella heh heh,14
18213,,
18214,hey look,4
18215,,1
18216,wo come home bill bailey,6
18217,,1
18218,got morning,7
18219,,1
18220,love,1
18221,thank terrible ladies understand blanche delicate flower trampled uncouth lout forget strike sets clear stage production,37
18222,homie right outside interests stupid,13
18223,wait minute,3
18224,come home right away right pick bucket fried chicken extra skin rolls chocolate cream parfait,21
18225,stop bothering blanche,4
18226,,
18227,play aging southern beauty driven insanity brutish brother law stanley,15
18228,wow mother actress feel like lucie arnaz luckinbill,10
18229,jive talking robots play,8
18230,think,4
18231,bart ask stupid questions frontal nudity,10
18232,homer,2
18233,,
18234,helen lovejoy playing stella,10
18235,apu nahasapeemapetilon play steve,7
18236,ot playing pab lo,8
18237,lionel hutz attorney law filing class action suit director behalf cut play play mitch,28
18238,marge simpson playing blanche peanut butter brownies,15
18239,like bite banality,9
18240,,2
18241,stanley pulsing animal lust blanche fling roughly bed,17
18242,roger dodger,1
18243,aww cute camera,9
18244,sister runs day care center,8
18245,guess weeks hurt,9
18246,,
18247,maggie allergic strained pears likes bottle warm milk naptime,16
18248,bottle mrs simpson know baby saying reaches bottle,18
18249,ba ba,1
18250,saying leech aim develop bottle,15
18251,sounds awfully harsh,4
18252,mrs simpson like toot horn day center town currently investigation state,26
18253,oh good girl maggie,7
18254,sorry maggie allow,8
18255,,
18256,dame fella,7
18257,stanley stop tell stella,6
18258,passion mrs simpson anger man disgusts,8
18259,want embrace,6
18260,twist bottle face,7
18261,marge let hate armchair blanche gave,18
18262,face shredder,5
18263,mrs simpson set push bile tip throat mission accomplished going crawl bed bottle amaretto good day,32
18264,,
18909,true,3
18265,homer run lines,8
18266,bart,4
18267,sec,5
18268,gutterball,1
18269,marge little world forgot people problems,18
18270,,
18271,,
18272,like nap eh place babies like box,15
18273,,
18274,right let ham ateur night dixie commence,8
18275,sorry llewellyn blanche shove broken bottle stanley face abuse gentle good humor,29
18276,marge ride,4
18277,homer minutes,8
18278,dame fella,7
18279,stanley stop tell stella,6
18280,marge marge asking white hot rage giving hissy fit,15
18281,marge change candy machine,10
18282,oh,2
18283,hey quarters,5
18284,bad stanley,9
18285,stanley thoughtless violent loud,6
18286,marge second spend man crushing fragile spirit let happen,19
18287,woo hoo come papa marge car,11
18288,want embrace,6
18289,marge lose,6
18290,twist bottle face,7
18291,hallelujah ned supposed overpower,11
18292,trying trying,4
18293,,
18294,salt,2
18295,heah ah homah,4
18296,wha th talking like,8
18297,play tomorrow night got stay character,10
18298,hey mom help ah talked lahk,11
18299,maght,2
18300,talk like bob yer uncle mate,9
18301,reahlly help baht,5
18302,big daddy mind passin biscuit,10
18303,slog school tomorrow got pain gulliver,12
18304,livin cuckoo clock,6
18305,later kids got rehearse ned,11
18306,marge dessert,5
18307,god sake pull lid pudding,14
18308,fine,3
18309,oh pudding trapped forever open pudding shows know marge,23
18310,,
18311,maaaarge hey maaaaaarrrrge,3
18312,yelling big ape,5
18313,little hard old homie,9
18314,forget let rehearse bottle scene,8
18315,let,6
18316,,
18317,time play start,7
18318,going,4
18319,got ta,5
18320,sure wo enjoy bowling play oh wait,17
18321,probably,5
18322,little supportive,8
18323,care okay fake interest expert faking interest kooky projects,24
18324,kooky projects,3
18325,know painting class aid course lamaze thing,13
18326,tell felt way,9
18327,know hurt feelings good night,13
18328,,
18329,,
18330,playing nicely little humans good good hello maggie poor little dummard,11
18331,hi kids flame retardant,5
18332,break buy new,7
18333,maggie time,6
18334,babies,1
18335,,
18336,,
18337,little mad don cap bells tread beneath proscenium arch tonight transformed dead eyed suburbanites white hot grease fires pure entertainment working playing,48
18338,drag,1
18339,,
18340,long saints football play,10
18341,lived city damned hear hellish rondelet,12
18342,new orleans home pirates drunks whores new orleans tacky priced souvenir stores want hell trip sodom gomorrah,31
18343,mississip new orleans stinking rotten vomiting vile,9
18344,new orleans putrid bruckish maggoty foul,6
18345,new orleans crummy lousy rancid rank new orleans,9
18346,matter honey lost,7
18347,looking sister stella,6
18348,mom,2
18349,huh,1
18350,blanche dubois,5
18351,thought life mardi ending party faded southern dame dime,22
18352,collecting evening star,6
18353,come want kiss softly sweetly mouth,15
18354,simple paper boy romance seek wanted cents deliveries week,22
18355,bewitching floozy seduce humble oh paperboy,14
18356,whoo hoo,1
18357,stella stellla hear yell puttin hell stella stella,14
18358,cool fly,4
18359,think supposed symbolize descent madness,10
18360,depended kindness strangers,12
18361,depend kindness buck shield dangers,19
18362,tip blanche wo regret,9
18363,stranger friend met met streetcar,12
18364,people stars,9
18365,cool,1
18366,,
18367,hey look blanche dubois,7
18368,mom,1
18369,way mom,4
18370,everybody cheering,5
18371,everybody,2
18372,kids wait car want talk mother play thing,16
18373,lookin spot fun missus eh,11
18374,shut boy,3
18375,marge terrific,4
18376,oh come homer end bored barely selfish head,19
18377,bored sad got lady uh uh know mean played,26
18378,blanche,1
18379,yeah blanche sad guy stanley nice,17
18380,yeah,3
18414,afraid furnace working,6
18910,let,3
18381,mean feel bad poor thing ends hauled nut house needed big slob respect thought history missing point stuff like,50
18382,homer got right,7
18383,,
18384,hey know lot like guy,9
18385,,1
18386,yeah like pick teeth mail stuff,12
18387,maybe little,5
18388,,
18389,ahhh beautiful day womb la la la la la la la la la la,10
18390,leggo leggo,2
18391,,
18392,naked wet,5
18393,homer time church,7
18394,don wanna,3
18395,church,6
18396,cold,3
18397,tired having argument sunday dressed,10
18398,oh stupid itchy church pants,5
18399,size fits butt,6
18400,come going late,7
18401,forget going,5
18402,,
18403,,
18404,hey homer,3
18405,father resting,4
18406,resting hung resting got fired help,10
18407,,
18408,ahhh big toasty cinnamon bun want leave bed uh oh got ta whiz think man think think think think better,30
18409,whizzing door open love,11
18410,whyyy oh whyyy delilahhh,4
18411,kbbl degrees zero hope someplace warm,11
18412,bet sweet ass,5
18413,,
